Anio,v0_ep_001,v0_ep_003,v0_ep_003_01,v0_ep_006,v0_ep_006_01,v0_ep_006_02,v0_ep_006_03,v1_cr_005,v1_cr_005_01,v1_cr_005_02,v1_cr_025_01,v1_cr_025_02,v1_cr_025_03,v1_cr_025_04,v1_cr_039,v2_p_001,v2_p_002,v2_p_004,v3_gp_013_01,v3_gp_013_02,v3_gp_013_03,v3_gp_013_04,v3_gp_013_05,v3_gp_013_06,v3_gp_013_07,v3_s_001,v3_s_001_06,v3_s_001_07,v3_s_001_23,v3_s_005,v3_s_006,v3_s_008,v3_s_009,v3_s_010,v3_s_019,v3_s_020,v3_s_022,v3_s_024,v3_s_029,v3_s_030,v3_s_032,v3_s_032_02,v3_s_032_a,v3_s_032_b,v3_s_089,v4_e_012,v4_e_013,v4_e_014,v4_e_015,v4_e_016,v4_e_017_01,v4_e_017_02,v4_e_017_03,v4_e_017_04,v4_e_017_05,v4_e_017_06,v4_e_017_07,v4_e_017_08,v4_e_017_09,v4_e_017_10,v4_e_017_11,v4_e_017_12,v4_e_026,v4_e_026_01,v4_e_026_02,v4_e_040,v4_e_040_01,v4_e_040_02,v4_e_040_03,v4_e_040_04,v4_e_040_05,v4_e_040_06,v4_e_041,v4_e_042,v4_e_043,v4_e_044,v4_e_046,v4_e_047,v4_e_049,v4_e_050,v4_e_062_01,v4_e_062_02,v4_e_062_03,v4_e_062_04,v4_e_062_05,v4_e_081,v4_e_082,v4_e_085,v4_e_086,v4_e_089,v4_e_090,v4_e_093,v4_e_094,v4_e_097,v4_e_098,v4_e_101,v4_e_102,v4_e_114,v4_e_115,v4_e_115_36,v4_e_131,v4_e_132,v4_e_133,v4_e_135,v4_e_136,v4_e_171,v4_ee_004_014,v4_ee_004_015,v4_ee_004_016,v4_ee_004_017,v4_ee_004_018,v4_ee_010,v4_ee_011,v4_ee_012_75,v5_ml_001,v5_ml_001_01,v5_ml_001_02,v5_ml_002,v5_ml_002_02,v5_ml_002_03,v5_ml_003,v5_ml_004,v5_ml_004_01,v5_ml_004_02,v6_sc_005,v6_sc_028,v6_sc_029,v6_sc_030,v6_sc_031,v7_v_001_01,v7_v_003,v7_v_003_01,v7_v_003_02,v7_v_005,v7_v_005_1,v7_v_005_2,v7_v_006,v7_v_009_05,v7_v_012,v7_v_013,v7_v_014,v7_v_021,v7_v_021_01,v7_v_076,v7_v_777,v8_ma_001,v8_ma_01,v8_ma_04,v8_ma_040_01,v8_ma_040_02,v8_ma_040_03,v8_ma_040_04,v8_ma_040_05,v8_ma_040_06,v8_ma_040_07,v8_ma_040_08,v8_ma_040_11,v8_ma_040_12,v9_m_005_10,v9_m_005_11,v9_m_005_12,v9_m_005_13,v9_m_005_130,v9_m_007,v9_m_018,v9_m_045,v9_m_045_01,v9_m_046,v9_m_047,v9_m_091,v9_m_100_01,v9_m_100_03,v9_m_129,v9_m_190_5
2015,77,37742,176981,110,75,45,6,2125,1092191,12084517,232,101,100,31,55466,26.20,4,467,1.75,21,42,51.54,20.80,72.34,66.98,103.89,49,20,26.75,26.31,8.38,95.70,99.50,11.10,172,3.535,48.42,51.58,3.64,24.29,26.85,33.34,65.78,64.69,18.999,106.50,134,112.20,106.50,80.80,95,76,111.30,100.20,55.40,79.20,66.90,93.90,80.10,48.10,7755,51,226865,4.95,14.70,7.88,9.15,5.22,7.83,7.40,9.56,5.01,9.47,6.04,8.44,5.47,11.25,5.37,5.81,2.87,14,12,12,34,29,22,26,11,22,4,25,29,23,11,16,4,13,56225,162367,12,52,49,68,71,85,8273,30492,27816,2009,511,156,1746469,232015,263908,60.40,70.40,51.30,55.90,65.50,45.80,55.60,8.70,7.00,10.90,27.3,273,42.20,2.8,28,101,99.91,96,4,32.09,98,2,93.60,100,58.87,35.695,23.175,99.70,44,26.026,47,181.00,100,1.12,7.34,3.50,2.62,873.16,114,63,38,48,65,68,397,6411,1649,30,322507,7.3,73,123928,18344,54893,452,106605,60327,69,423.00,14
